"기준_날짜","기준_시간대","시작_대여소_ID","종료_대여소_ID","전체_건수","전체_이용_분","전체_이용_거리"
"20230101","0000","ST-1590","ST-1590","1","0","0"
"20230101","0000","ST-2127","ST-2127","1","0","0"
"20230101","0005","ST-1286","ST-1286","1","0","0"
"20230101","0005","ST-1780","ST-1780","1","0","0"
"20230101","0005","ST-2018","ST-2018","2","2","0"
"20230101","0005","ST-2431","ST-2431","1","0","0"
"20230101","0005","ST-869","ST-869","2","0","0"
"20230101","0010","ST-1137","ST-1137","1","0","0"
"20230101","0010","ST-144","ST-144","1","0","0"
"20230101","0010","ST-1681","ST-1681","1","0","0"
"20230101","0010","ST-1855","ST-1855","1","0","0"
"20230101","0010","ST-2464","ST-2464","2","0","111"
"20230101","0010","ST-538","ST-538","1","0","0"
"20230101","0015","ST-1646","ST-1646","1","0","0"
"20230101","0015","ST-3056","ST-3056","1","0","0"
"20230101","0025","ST-1251","ST-1251","1","1","0"
"20230101","0025","ST-1699","ST-1699","1","1","0"
"20230101","0025","ST-2970","ST-2970","1","0","20"
"20230101","0030","ST-1474","ST-1474","2","0","0"
"20230101","0030","ST-1699","ST-1699","1","1","10"
"20230101","0030","ST-2654","ST-2654","1","0","0"
"20230101","0030","ST-442","ST-442","2","0","0"
"20230101","0035","ST-1546","ST-1546","1","0","0"
"20230101","0035","ST-1697","ST-1697","1","0","0"
"20230101","0035","ST-1874","ST-1874","1","0","0"
"20230101","0035","ST-1922","ST-1922","1","0","0"
"20230101","0035","ST-2486","ST-2486","1","0","0"
"20230101","0035","ST-2696","ST-2696","1","0","30"
"20230101","0035","ST-2786","ST-2786","1","0","0"
"20230101","0035","ST-350","ST-350","1","0","0"
"20230101","0035","ST-908","ST-908","1","0","0"
"20230101","0040","ST-1065","ST-1065","1","0","0"
"20230101","0040","ST-1878","ST-1878","1","1","0"
"20230101","0040","ST-1933","ST-1933","1","0","0"
"20230101","0040","ST-2150","ST-2150","1","0","0"
"20230101","0045","ST-1409","ST-1409","1","0","0"
"20230101","0045","ST-1688","ST-1688","1","0","0"
"20230101","0045","ST-2531","ST-2531","1","1","0"
"20230101","0045","ST-2718","ST-2718","1","0","30"
"20230101","0045","ST-824","ST-824","1","0","0"
"20230101","0050","ST-1065","ST-1065","1","1","111"
"20230101","0050","ST-2199","ST-2199","1","1","0"
"20230101","0055","ST-2310","ST-2310","1","0","0"
"20230101","0055","ST-2804","ST-2804","1","0","0"
"20230101","0055","ST-465","ST-465","1","0","0"
"20230101","0055","ST-76","ST-76","1","0","0"
"20230101","0100","ST-1098","ST-1098","1","0","0"
"20230101","0100","ST-1323","ST-1323","1","0","0"
"20230101","0100","ST-163","ST-163","1","0","10"
"20230101","0100","ST-1720","ST-1720","1","0","0"
"20230101","0100","ST-2320","ST-2320","1","0","0"
"20230101","0100","ST-378","ST-378","1","1","0"
"20230101","0105","ST-1539","ST-1539","1","0","0"
"20230101","0105","ST-664","ST-664","1","0","0"
"20230101","0110","ST-1109","ST-1109","2","0","0"
"20230101","0110","ST-2134","ST-2134","1","0","0"
